fragment,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
COC(=O)C1CC1,0,0,2,0,1,0,0,1
O=C1CCC2(CCNCC2)N1,2,0,1,0,1,0,0,2
C1=CC2COCC(C1)C2,0,0,1,0,1,0,0,2
CC(=O)NCCC1=CSC=N1,2,1,1,0,1,0,1,0
CNCC1CNCCO1,2,0,1,0,0,0,0,1
CCNC(=O)C1=CCCN1,2,0,1,0,2,0,0,1
C1=CC=C(C2=CC=CO2)C=C1,0,0,1,0,0,0,2,0
CNC1=CC=NC(C)=N1,3,0,0,0,0,0,1,0
CN1CCCCCC1=O,1,0,1,0,1,0,0,1
CCC(C)(C)C,0,0,0,0,0,0,0,0
CCNC(=O)CCO,1,0,2,0,1,0,0,0
C1=CNC2=NN=NN2C1,5,0,0,0,1,0,1,1
C1CC2CC1C1CNCC21,1,0,0,0,0,0,0,3
CC1=CC=C(N)C(N)=C1,2,0,0,0,0,0,1,0
NCC(=O)NC1=CC=N[NH]1,4,0,1,0,1,0,1,0
O=C(CS)N1CCCCC1,1,1,1,0,1,0,0,1
C#CCNC(=O)C1=CC=CC=C1,1,0,1,0,1,1,1,0
CCC1=NC=CC(N)=N1,3,0,0,0,0,0,1,0
FC1=C2CCNCC2=CC=C1,1,0,0,1,0,0,1,1
CC1=NN(C)C(O)=C1,2,0,1,0,0,0,1,0
NC(=O)N1CCC1,2,0,1,0,1,0,0,1
NC1=NNCC1,3,0,0,0,1,0,0,1
CC(=O)NCCN1C=CC=N1,3,0,1,0,1,0,1,0
CC(=O)NCC1=NC=CS1,2,1,1,0,1,0,1,0
CC1=N[NH]C(S)=N1,3,1,0,0,0,0,1,0
CCCC1=NOC=N1,2,0,1,0,0,0,1,0
CN1C=C(Br)C=N1,2,0,0,1,0,0,1,0
CCCNC(=O)C1=C[NH]N=C1,3,0,1,0,1,0,1,0
CC(=O)NCC1=NC=CO1,2,0,2,0,1,0,1,0
C1CCC2(C1)CCNCC2,1,0,0,0,0,0,0,2
CC(C)CO,0,0,1,0,0,0,0,0
CC(=O)NC1=CC=C(C=O)C=C1,1,0,2,0,2,0,1,0
CCC(=O)NC1CCNC1=O,2,0,2,0,2,0,0,1
O=CC1NCCC2=C1C=CS2,1,1,1,0,1,0,1,1
CCNC(=O)C1=CC=NO1,2,0,2,0,1,0,1,0
C1=C2CCCC2=C[NH]1,1,0,0,0,0,0,1,1
CN1C=CN=C1CN,3,0,0,0,0,0,1,0
CSCC1=CSC=N1,1,2,0,0,0,0,1,0
CCN1N=CC=C1C,2,0,0,0,0,0,1,0
CN1C=CC(Cl)=C1,1,0,0,1,0,0,1,0
O=C(NC1=CC=CC=C1)C1=CC=CC=N1,2,0,1,0,1,0,2,0
CC1=CC=C(O)C=N1,1,0,1,0,0,0,1,0
O=C1C=C2CCCCCC2=N[NH]1,2,0,1,0,1,0,1,1
CS(=O)(=O)NCCN,2,1,2,0,2,0,0,0
CCNC1=N[NH]C=C1,3,0,0,0,0,0,1,0
CC1=CC(=O)CCN1,1,0,1,0,2,0,0,1
CC(C)NC(=O)C1=CC=CN=C1,2,0,1,0,1,0,1,0
CC(=O)NC1=CC=C(C)C(S)=C1,1,1,1,0,1,0,1,0
NC(=O)N1CC=CCC1,2,0,1,0,2,0,0,1
O=C1[NH]N=CC2=CC=CC=C12,2,0,1,0,1,0,2,0
CCN1CC2CNCC2C1=O,2,0,1,0,1,0,0,2
CC1=CC=CC2=C1NCCC2,1,0,0,0,0,0,1,1
CC(=O)NC1=CC=NN1C,3,0,1,0,1,0,1,0
C1CNCC2(C1)CCOC2,1,0,1,0,0,0,0,2
C1=NC=C2CCCC2=C1,1,0,0,0,0,0,1,1
CNC1=CCNC=C1,2,0,0,0,2,0,0,1
CNC1=NC=CN1C,3,0,0,0,0,0,1,0
CCNC(=O)C1=CC=C(Cl)C=C1,1,0,1,1,1,0,1,0
CCNC(=O)NC1CC1,2,0,1,0,1,0,0,1
O=C1CC2(CCNCC2)CN1,2,0,1,0,1,0,0,2
CN(C)C1=NC=CS1,2,1,0,0,0,0,1,0
O=C1NCCS1,1,1,1,0,1,0,0,1
NS(=O)(=O)C1=CC=CS1,1,2,2,0,2,0,1,0
CC(=O)C1=CC=CC(N)=C1,1,0,1,0,1,0,1,0
C1CCCSCC1,0,1,0,0,0,0,0,1
NC1=NC=NC=C1C=O,3,0,1,0,1,0,1,0
CN1C=CCCC1=O,1,0,1,0,2,0,0,1
C1=CC2=C(S1)SN=C2,1,2,0,0,0,0,2,0
CNC1=CC=C2CCNCC2=C1,2,0,0,0,0,0,1,1
C1=CN=C2CCCCC2=C1,1,0,0,0,0,0,1,1
O=C(O)NC1=CC=CC=C1,1,0,2,0,1,0,1,0
CC(C)CC(N)=O,1,0,1,0,1,0,0,0
CC1=CC2=C(N=C[NH]C2=O)S1,2,1,1,0,1,0,2,0
C1=CC=C2CCCCCC2=C1,0,0,0,0,0,0,1,1
CC1CCCC(C)O1,0,0,1,0,0,0,0,1
O=C(NC1=CC=CC=C1)C1=CSC=N1,2,1,1,0,1,0,2,0
C1CC2COC(C1)O2,0,0,2,0,0,0,0,2
CC1=C(C)N=CC=C1,1,0,0,0,0,0,1,0
NCC(O)CO,1,0,2,0,0,0,0,0
O=CN1CCC2(CCCO2)C1,1,0,2,0,1,0,0,2
CNC1=NC=C(C)S1,2,1,0,0,0,0,1,0
C1=CC=C(N2CCCNCC2)C=C1,2,0,0,0,0,0,1,1
NCC1=CC=CC=C1C=O,1,0,1,0,1,0,1,0
CC1=C(C(=O)O)C=N[NH]1,2,0,2,0,1,0,1,0
C1=CC2=C(CC1)SC=C2,0,1,0,0,1,0,1,1
C1=CC(C2CCCCN2)=CC=N1,2,0,0,0,0,0,1,1
CCC(=O)NC1=CC=CC(N)=C1,2,0,1,0,1,0,1,0
O=CC1=CC=C2CCNCC2=C1,1,0,1,0,1,0,1,1
NC(=O)C1=NC=CCC1,2,0,1,0,3,0,0,1
CNCC1CCNC1,2,0,0,0,0,0,0,1
CCNC(=O)CCS,1,1,1,0,1,0,0,0
COC1=CC=CC2=C1CCNC2,1,0,1,0,0,0,1,1
NC(=O)S,1,1,1,0,1,0,0,0
C1=N[NH]C2=C1CCCCC2,2,0,0,0,0,0,1,1
CC1=CC=C(S)S1,0,2,0,0,0,0,1,0
CC1=CC2=CC=CC=C2O1,0,0,1,0,0,0,2,0
CC1=C(N)C=CC=C1N,2,0,0,0,0,0,1,0
CC1=C(N)C=CS1,1,1,0,0,0,0,1,0
CCCC1CCCCN1,1,0,0,0,0,0,0,1
OCC1=CC=CO1,0,0,2,0,0,0,1,0
CC1=NC(O)=CC=N1,2,0,1,0,0,0,1,0
CCC1=CC=CC=N1,1,0,0,0,0,0,1,0
NCC1=NSC=N1,3,1,0,0,0,0,1,0
CC1=C(Cl)C=N[NH]1,2,0,0,1,0,0,1,0
NC1=NCCO1,2,0,1,0,1,0,0,1
CCNC(=O)NCC(C)C,2,0,1,0,1,0,0,0
COC1=CC=NC=C1,1,0,1,0,0,0,1,0
CC1=CN=CC(Cl)=C1,1,0,0,1,0,0,1,0
CNC1=CC=C(C)C(S)=C1,1,1,0,0,0,0,1,0
CSC(C)C=O,0,1,1,0,1,0,0,0
CCC(=O)NC1=NN=CO1,3,0,2,0,1,0,1,0
CC1=NN(C)C(C)=C1N,3,0,0,0,0,0,1,0
CSC1=CC=CC=C1N,1,1,0,0,0,0,1,0
CCNC(=O)C1=NN(C)C=C1,3,0,1,0,1,0,1,0
CNC1=CC=C(O)N=C1,2,0,1,0,0,0,1,0
O=C1[NH]C=NC2=C1CCCC2,2,0,1,0,1,0,1,1
CNC(=O)NC1=CC=N[NH]1,4,0,1,0,1,0,1,0
OC1=CC=CCN1,1,0,1,0,2,0,0,1
O=C1CCOC1,0,0,2,0,1,0,0,1
O=C(NC1=CC=CC=C1)N1CCCC1,2,0,1,0,1,0,1,1
CC(=O)C1CCCNC1,1,0,1,0,1,0,0,1
CNC(=O)CC1=NC=N[NH]1,4,0,1,0,1,0,1,0
C=CC1C=CCCN1,1,0,0,0,2,0,0,1
CCCNC(=O)C1CCNCC1,2,0,1,0,1,0,0,1
CC1=CC(O)=C(C)C=C1,0,0,1,0,0,0,1,0
NC(=O)CN1C=NC=N1,4,0,1,0,1,0,1,0
CC1CCC(C)N1,1,0,0,0,0,0,0,1
C1=NC2=C(CCN2)S1,2,1,0,0,0,0,1,1
CS(=O)(=O)NCC=O,1,1,3,0,3,0,0,0
CCNC1=CC=CC=C1N,2,0,0,0,0,0,1,0
CCNC(=O)NCC1CC1,2,0,1,0,1,0,0,1
CCNC(=O)C1=CC=C(O)C=C1,1,0,2,0,1,0,1,0
CN(C)CC1=CC=CC(N)=C1,2,0,0,0,0,0,1,0
CN1CCOC2=CC=CC=C21,1,0,1,0,0,0,1,1
CNC(=O)NC1=CC=C[NH]C1=O,3,0,2,0,2,0,1,0
COC1=NC=NC=C1,2,0,1,0,0,0,1,0
CCOC1=CC=C(CN)C=C1,1,0,1,0,0,0,1,0
CNC(=O)C(C)N1CCNCC1,3,0,1,0,1,0,0,1
CNC(=O)C1=NC=CS1,2,1,1,0,1,0,1,0
CCNC(=O)NCC1=CC=NC=C1,3,0,1,0,1,0,1,0
O=[SH](=O)N1CCCNCC1,2,1,2,0,2,0,0,1
CCCNC(=O)C1=CN=CN=C1N,4,0,1,0,1,0,1,0
NC(=O)NC1=CC(Cl)=CC=C1,2,0,1,1,1,0,1,0
CCC(=O)NC1=CC=C[NH]C1=O,2,0,2,0,2,0,1,0
CC1=C(N)C=NO1,2,0,1,0,0,0,1,0
C1=CN=C2OCCNC2=C1,2,0,1,0,0,0,1,1
CC1=CC(C(N)=O)=CC=C1N,2,0,1,0,1,0,1,0
CCC1=C(C)[NH]N=C1C,2,0,0,0,0,0,1,0
CCS(=O)(=O)N1CCCCC1,1,1,2,0,2,0,0,1
CSC1CCNCC1,1,1,0,0,0,0,0,1
CC(=O)N1CCC(C=O)CC1,1,0,2,0,2,0,0,1
CC1=NC=CC=C1Cl,1,0,0,1,0,0,1,0
FC1=CN=C[NH]1,2,0,0,1,0,0,1,0
COCC(C)N,1,0,1,0,0,0,0,0
CN1CCN(CCO)CC1,2,0,1,0,0,0,0,1
CCC(=O)N1CCCCCC1,1,0,1,0,1,0,0,1
CNCC1=CC=CC=C1O,1,0,1,0,0,0,1,0
NC1=CNCNC1,3,0,0,0,1,0,0,1
CN(C)C1=CC=CN=C1,2,0,0,0,0,0,1,0
SC1=CC=CC(S)=C1,0,2,0,0,0,0,1,0
CC(=O)NC1=NC=C(C)S1,2,1,1,0,1,0,1,0
CCC(=O)NCC(C)C,1,0,1,0,1,0,0,0
O=C(C1CC1)N1CCCCC1,1,0,1,0,1,0,0,2
OCC1CCCO1,0,0,2,0,0,0,0,1
CCN(C)C1=CC=CC=C1,1,0,0,0,0,0,1,0
CNC1CCCN(C)C1,2,0,0,0,0,0,0,1
CCC1=CC(Cl)=CC=C1,0,0,0,1,0,0,1,0
OCC1=NC=CO1,1,0,2,0,0,0,1,0
C1NC2CNC1C2,2,0,0,0,0,0,0,2
CCC(=O)NC1=CC=CC=C1Cl,1,0,1,1,1,0,1,0
CCC(=O)NC1=N[NH]C=N1,4,0,1,0,1,0,1,0
NC1=CC=C(CO)C=C1,1,0,1,0,0,0,1,0
CC1=CC=CC([SH](=O)=O)=C1,0,1,2,0,2,0,1,0
CC(=O)N1CCC2=CC=CC=C2C1,1,0,1,0,1,0,1,1
C1=CC=C(CN2CCCC2)C=C1,1,0,0,0,0,0,1,1
O=CNCC1=NOC=C1,2,0,2,0,1,0,1,0
CC(C)NC(=O)O,1,0,2,0,1,0,0,0
COCC(C)=O,0,0,2,0,1,0,0,0
CNC1=CN=CC=N1,3,0,0,0,0,0,1,0
CNC1CCCNC1=O,2,0,1,0,1,0,0,1
CNC(=O)CC(C)C,1,0,1,0,1,0,0,0
CNC(=O)NC(C)C1=CC=CC=C1,2,0,1,0,1,0,1,0
CC1=CNCCC1,1,0,0,0,1,0,0,1
CC1=CC=C(N)N=N1,3,0,0,0,0,0,1,0
CNCC(C)N,2,0,0,0,0,0,0,0
CNC(=O)NC1=CC=C(O)C=C1,2,0,2,0,1,0,1,0
CC1=CN=CN1C,2,0,0,0,0,0,1,0
CN(C)CC1=NOC=N1,3,0,1,0,0,0,1,0
CC(=O)NC1=NC=CC=C1,2,0,1,0,1,0,1,0
C1=CCC=C1,0,0,0,0,2,0,0,1
CC(C(N)=O)N1CCNCC1,3,0,1,0,1,0,0,1
CCC(C)N(C)C,1,0,0,0,0,0,0,0
COC1CCN(C(C)=O)CC1,1,0,2,0,1,0,0,1
CC1=NN(C)CC=C1,2,0,0,0,2,0,0,1
OCCNS,1,1,1,0,0,0,0,0
COCC(F)F,0,0,1,2,0,0,0,0
C1=C2CNCCC2=N[NH]1,3,0,0,0,0,0,1,1
CC(=O)NC1=CC=C(C)C(C)=C1,1,0,1,0,1,0,1,0
CCOC1=CC=C(Cl)C=C1,0,0,1,1,0,0,1,0
CC(=O)OC1CCCC1,0,0,2,0,1,0,0,1
O=C(NC1=CC=CC=C1)C1=CC=CS1,1,1,1,0,1,0,2,0
CC1=CC=CC(O)=N1,1,0,1,0,0,0,1,0
CC1=C(Br)C=N[NH]1,2,0,0,1,0,0,1,0
ClC1=CN=CC(Cl)=C1,1,0,0,2,0,0,1,0
CC12CCC(CC1)C2,0,0,0,0,0,0,0,2
CN(C)C(=O)C1=CC=NC=C1,2,0,1,0,1,0,1,0
CNCC1=C[NH]C=N1,3,0,0,0,0,0,1,0
C1=CC=C(C2CNCCO2)C=C1,1,0,1,0,0,0,1,1
C1=NCCCCC1,1,0,0,0,1,0,0,1
C1=CN=C2[NH]N=CC2=N1,4,0,0,0,0,0,2,0
C1=CNCOC1,1,0,1,0,1,0,0,1
C1=CC=C2NCCCNC2=C1,2,0,0,0,0,0,1,1
CC1=CC(=O)[NH]C(C)=N1,2,0,1,0,1,0,1,0
OC1=CC=CC2=C1OCC2,0,0,2,0,0,0,1,1
CNC1=CC=C2N=CSC2=C1,2,1,0,0,0,0,2,0
CCC(=O)NC1=CC=C(Cl)C=C1,1,0,1,1,1,0,1,0
O=C(O)C1=CC=CC=N1,1,0,2,0,1,0,1,0
NC1C2CC3CC(C2)CC1C3,1,0,0,0,0,0,0,4
OC1=NC=CS1,1,1,1,0,0,0,1,0
NCC(=O)NC1=CC=CN=C1,3,0,1,0,1,0,1,0
CC(=O)OCCO,0,0,3,0,1,0,0,0
CC1=CC=C(C=O)C=N1,1,0,1,0,1,0,1,0
CCNC(=O)C1=CNCC1,2,0,1,0,2,0,0,1
CCC(=O)NC1=CC=C(F)C=C1,1,0,1,1,1,0,1,0
CC1=CCCC1,0,0,0,0,1,0,0,1
C1=CSC(N2CCCCC2)=N1,2,1,0,0,0,0,1,1
CC1=C(Cl)C=CC=C1N,1,0,0,1,0,0,1,0
C1=CC2C=CC1CC2,0,0,0,0,2,0,0,3
COC(=O)N1CCC1,1,0,2,0,1,0,0,1
CNC(=O)N1CCCCCC1,2,0,1,0,1,0,0,1
CCNC(=O)C1COC(=O)N1,2,0,3,0,2,0,0,1
O=[SH](=O)NC1CCCC1,1,1,2,0,2,0,0,1
CS(=O)(=O)NC1=C[NH]N=C1,3,1,2,0,2,0,1,0
CC1=CCN(C)CC1,1,0,0,0,1,0,0,1
NC1=CC=C(F)C(N)=C1,2,0,0,1,0,0,1,0
CN1N=NN=C1N,5,0,0,0,0,0,1,0
CC1C(=O)NCCN1C,2,0,1,0,1,0,0,1
O=[SH]C1=CC=CC=C1,0,1,1,0,1,0,1,0
SN1CCCOCC1,1,1,1,0,0,0,0,1
CCCC1=NN=CO1,2,0,1,0,0,0,1,0
CC1=NC(C2CCCN2)=NO1,3,0,1,0,0,0,1,1
CC(=O)NCC1=CC=C(O)C=C1,1,0,2,0,1,0,1,0
CCOC1=CC=CC=C1Cl,0,0,1,1,0,0,1,0
COCC1=C[NH]C=N1,2,0,1,0,0,0,1,0
CNC(=O)C1=CSC=C1,1,1,1,0,1,0,1,0
CNC(=O)NC1CCCNC1,3,0,1,0,1,0,0,1
CC1=C(C(N)=O)C=NO1,2,0,2,0,1,0,1,0
CNCC1=CC=CC=C1C,1,0,0,0,0,0,1,0
SC1=CN=CC=N1,2,1,0,0,0,0,1,0
NC1=CC(C(=O)O)=N[NH]1,3,0,2,0,1,0,1,0
CC1(O)CCNCC1,1,0,1,0,0,0,0,1
CCC1CCCN(C)C1,1,0,0,0,0,0,0,1
NC1=NC2=C(C=C1)CCCC2,2,0,0,0,0,0,1,1
C#CC(=O)NC,1,0,1,0,1,1,0,0
FC1=C2CNCCC2=CC=C1,1,0,0,1,0,0,1,1
CC1=NC=C2C=CC=NC2=N1,3,0,0,0,0,0,2,0
CCC1=CSC(N)=N1,2,1,0,0,0,0,1,0
CC(=O)NC1=NC=NS1,3,1,1,0,1,0,1,0
CC1=CC=C(N)O1,1,0,1,0,0,0,1,0
NC(=O)C1=CC=CCC1,1,0,1,0,3,0,0,1
C1=CC2=C(C=N1)OCC2,1,0,1,0,0,0,1,1
CCNC(=O)N1CCCNCC1,3,0,1,0,1,0,0,1
CCNC1=CC=C(Cl)C=C1,1,0,0,1,0,0,1,0
NC(=O)NC1=CN=CC=C1,3,0,1,0,1,0,1,0
NC(=O)NCC1=CSC=N1,3,1,1,0,1,0,1,0
CC1=C(C)C=C(Cl)C=C1,0,0,0,1,0,0,1,0
NC(=O)CC1=NOC=C1,2,0,2,0,1,0,1,0
C1=COC(C2=NC=C[NH]2)=C1,2,0,1,0,0,0,2,0
CC1=C[NH]C(C)=N1,2,0,0,0,0,0,1,0
NC1=CC=N[NH]C1=O,3,0,1,0,1,0,1,0
C1NCSN1,2,1,0,0,0,0,0,1
NC(=O)CN1C=NN=N1,5,0,1,0,1,0,1,0
CNC1=CC=C[NH]C1=O,2,0,1,0,1,0,1,0
CCN1CCCCCC1,1,0,0,0,0,0,0,1
CCC1CCCN1C,1,0,0,0,0,0,0,1
O=C(NC1=CC=CC=C1)C1=N[NH]C=C1,3,0,1,0,1,0,2,0
C1=CC=C(OC2=NC=CC=C2)C=C1,1,0,1,0,0,0,2,0
CN1C=NN=C1N,4,0,0,0,0,0,1,0
CSC1=NCCO1,1,1,1,0,1,0,0,1
OCC1=NC=C[NH]1,2,0,1,0,0,0,1,0
CC(N)CC1=CC=CC=C1,1,0,0,0,0,0,1,0
C1=CC2=CC=CC=C2C1,0,0,0,0,1,0,1,1
CNC1=C(Cl)C=CC=C1,1,0,0,1,0,0,1,0
CCNC(=O)NC1=CC=CC=C1F,2,0,1,1,1,0,1,0
CC1=N[NH]C2=C1[NH]N=C2,4,0,0,0,0,0,2,0
CCC(=O)NC1CC1,1,0,1,0,1,0,0,1
CN1C=CC=C1C(=O)O,1,0,2,0,1,0,1,0
C1=NC=C2CCCC2=N1,2,0,0,0,0,0,1,1
CC(C)NC(=O)NC1=CC=CC=C1,2,0,1,0,1,0,1,0
CCC(=O)NCC1CC1,1,0,1,0,1,0,0,1
CCNC(=O)NC1CCCCC1,2,0,1,0,1,0,0,1
C1=CN=C(N2CCCCC2)C=C1,2,0,0,0,0,0,1,1
CC1CNC2=CC=CC=C2O1,1,0,1,0,0,0,1,1
CCCNC(=O)C1CNC(=O)C1,2,0,2,0,2,0,0,1
CC1=C(C)N=CNC1,2,0,0,0,2,0,0,1
CC1=NCCC(=O)N1,2,0,1,0,2,0,0,1
C1COC2(CCOCC2)CN1,1,0,2,0,0,0,0,2
O=C(O)C1CCCCN1,1,0,2,0,1,0,0,1
CNC(=O)NCC1=CC=CN=C1,3,0,1,0,1,0,1,0
O=C1OCCN1CC1=CC=CC=C1,1,0,2,0,1,0,1,1
CCC(=O)NC1CCOCC1,1,0,2,0,1,0,0,1
O=CNC1CNC(=O)C1,2,0,2,0,2,0,0,1
CC1=C(N)C=NN1C,3,0,0,0,0,0,1,0
CCC1=CC=CC=C1Cl,0,0,0,1,0,0,1,0
CNC1=CC=C2C(=C1)N=CN2C,3,0,0,0,0,0,2,0
CC1=CCCCO1,0,0,1,0,1,0,0,1
CC1CN(S)CCO1,1,1,1,0,0,0,0,1
CC(=O)NCC1=CC=CC=C1C,1,0,1,0,1,0,1,0
CC(=O)NC1=NN=C[NH]1,4,0,1,0,1,0,1,0
C1CCC2(CCOCC2)OC1,0,0,2,0,0,0,0,2
O=C(NC1=CC=CC=C1)C1CCCN1,2,0,1,0,1,0,1,1
C1CCC2(CCCC2)OC1,0,0,1,0,0,0,0,2
OC1=C(O)C=CC=C1,0,0,2,0,0,0,1,0
CC1=CC(C(N)=O)=N[NH]1,3,0,1,0,1,0,1,0
NC(=O)NC1CCOCC1,2,0,2,0,1,0,0,1
O=C(NC1=CC=CC=C1)C1=CC=NC=C1,2,0,1,0,1,0,2,0
CC1=C(C)NCC=C1,1,0,0,0,2,0,0,1
COC1=CC=C2CNCCC2=C1,1,0,1,0,0,0,1,1
C1=NCC=NCC1,2,0,0,0,2,0,0,1
COCC(=O)N1CCCC1,1,0,2,0,1,0,0,1
C1CCC2CNCC2C1,1,0,0,0,0,0,0,2
O=C1[NH]C2=CC=CN=C2[NH]1,3,0,1,0,1,0,2,0
CC1=CC(C(N)=O)=C(C)[NH]1,2,0,1,0,1,0,1,0
CNC(=O)C1=C(C)[NH]C(C)=C1,2,0,1,0,1,0,1,0
CC1COCCN1C=O,1,0,2,0,1,0,0,1
O=C(NC1=CC=CC=C1)C1=C[NH]N=C1,3,0,1,0,1,0,2,0
CCC1=CC(O)=CC=C1,0,0,1,0,0,0,1,0
NS(=O)(=O)C1CCNC1,2,1,2,0,2,0,0,1
NCCC(=O)N1CCNCC1,3,0,1,0,1,0,0,1
CN1C=NN=C1CO,3,0,1,0,0,0,1,0
OC1=CC=CC(S)=C1,0,1,1,0,0,0,1,0
COC(=O)C1=CC=CN1C,1,0,2,0,1,0,1,0
C1CC2CC2C1,0,0,0,0,0,0,0,2
C1=CC2=C(COCC2)S1,0,1,1,0,0,0,1,1
CC1=CC=C(Cl)C(N)=C1,1,0,0,1,0,0,1,0
NC(=O)NCC1CCOCC1,2,0,2,0,1,0,0,1
CC1=CC=CC=C1NCC(N)=O,2,0,1,0,1,0,1,0
CC1=CC=C(CNC=O)C=C1,1,0,1,0,1,0,1,0
NCCC1=CSC=N1,2,1,0,0,0,0,1,0
CC(C)NC(=O)CS,1,1,1,0,1,0,0,0
O=CCN1C=CCC1,1,0,1,0,2,0,0,1
CNCC1=CC=C(O)C=C1,1,0,1,0,0,0,1,0
NC(=O)N1CCN(C=O)CC1,3,0,2,0,2,0,0,1
NCC(=O)NC1CCCCC1,2,0,1,0,1,0,0,1
CNC(=O)NCCS,2,1,1,0,1,0,0,0
OCC1CCCCO1,0,0,2,0,0,0,0,1
O=C1C=CC(Br)=C[NH]1,1,0,1,1,1,0,1,0
CC1=CC=C(C)C(Br)=C1,0,0,0,1,0,0,1,0
CNC1=NNCN1,4,0,0,0,1,0,0,1
C1CC2CCOC2CN1,1,0,1,0,0,0,0,2
OCC1CCCOC1,0,0,2,0,0,0,0,1
NC1=CCCN1,2,0,0,0,1,0,0,1
NC(=O)NC1=CC=C(S)C=C1,2,1,1,0,1,0,1,0
CNC(=O)CN1N=CN=N1,5,0,1,0,1,0,1,0
CC1(C=O)CNCCO1,1,0,2,0,1,0,0,1
NC(=O)C1=CCCS1,1,1,1,0,2,0,0,1
CC1CC=CCN1,1,0,0,0,1,0,0,1
CN1CCN2C=NN=C2C1,4,0,0,0,0,0,1,1
CC(=O)NCC1=CC=CC(N)=C1,2,0,1,0,1,0,1,0
CC1=NCNC2=C1C(=O)[NH]C=C2,3,0,1,0,2,0,1,1
CCNC(=O)NC1CCNC1,3,0,1,0,1,0,0,1
CCCC(C)O,0,0,1,0,0,0,0,0
NCCCCN,2,0,0,0,0,0,0,0
C1CC2=C(C1)SCC2,0,1,0,0,1,0,0,2
NC1=CCCCN1,2,0,0,0,1,0,0,1
CC1=NOC(C2=CC=CC=C2)=N1,2,0,1,0,0,0,2,0
C1=CC2=CC=CC=C2NC1,1,0,0,0,1,0,1,1
CC1CN(C)CC(C)O1,1,0,1,0,0,0,0,1
CC1=CC(Br)=CC=C1N,1,0,0,1,0,0,1,0
NC(=O)CNC1=CC=C(F)C=C1,2,0,1,1,1,0,1,0
CC1=CC=NNC1,2,0,0,0,2,0,0,1
OCC1=CC=CC=C1F,0,0,1,1,0,0,1,0
OC1=C(Cl)C=C(F)C=C1,0,0,1,2,0,0,1,0
O=CC1=CC=CNC1,1,0,1,0,3,0,0,1
C1=CN=C2CCCNC2=C1,2,0,0,0,0,0,1,1
COC1=NCCS1,1,1,1,0,1,0,0,1
CC1=CC=C(N2CCNCC2)C=C1,2,0,0,0,0,0,1,1
CCNC(=O)C1=C(C)[NH]N=C1,3,0,1,0,1,0,1,0
O=CNCC1CNCCO1,2,0,2,0,1,0,0,1
CC1=CC=C(OC2=CC=CC=C2)C=C1,0,0,1,0,0,0,2,0
CC(=O)NC1=CC=C(CN)C=C1,2,0,1,0,1,0,1,0
CN(C)C(=O)C1CC1,1,0,1,0,1,0,0,1
CNCC(=O)N1CCNCC1,3,0,1,0,1,0,0,1
O=CN1CC2CNC(=O)C2C1,2,0,2,0,2,0,0,2
CC1=CC=CC=C1C(=O)O,0,0,2,0,1,0,1,0
CNC(=O)NC1=CC=C(N)C=C1,3,0,1,0,1,0,1,0
NC(=O)C1=C(F)C=CC=C1F,1,0,1,2,1,0,1,0
CCN1CC=CNC1,2,0,0,0,1,0,0,1
CC1=C(C)[NH]N=N1,3,0,0,0,0,0,1,0
C1CC2(CCN1)CCOCC2,1,0,1,0,0,0,0,2
CC1=C2C=CC=CC2=CC=C1,0,0,0,0,0,0,2,0
NCC1=N[NH]N=C1,4,0,0,0,0,0,1,0
NC1=CN=CC(N)=N1,4,0,0,0,0,0,1,0
CNC(=O)C1=CNCC=C1,2,0,1,0,3,0,0,1
CC1=NC(=O)[NH]C=C1,2,0,1,0,1,0,1,0
CC1CCCCNC1,1,0,0,0,0,0,0,1
CC(C)NC(=O)N1CCOCC1,2,0,2,0,1,0,0,1
CNCC1=CC=C(F)C=C1,1,0,0,1,0,0,1,0
CC1=NC=C2C=CC=CC2=N1,2,0,0,0,0,0,2,0
CC1=NN=C2SC=NN12,4,1,0,0,0,0,2,0
CCNC(=O)C1=CC=C(S)C=C1,1,1,1,0,1,0,1,0
NCCC1=NCCN1,3,0,0,0,1,0,0,1
CC1COC2=CC=CC=C21,0,0,1,0,0,0,1,1
CCC(=O)N1CCCC2=CC=CC=C21,1,0,1,0,1,0,1,1
O=C(NC1=C[NH]N=C1)C1=CC=CC=C1,3,0,1,0,1,0,2,0
CC(=O)NCCC1=NC=NO1,3,0,2,0,1,0,1,0
CNC(=O)NCC1=C[NH]N=N1,5,0,1,0,1,0,1,0
CC1=CC=C(S)C=C1N,1,1,0,0,0,0,1,0
CC(=O)NCC1=CC=CC(F)=C1,1,0,1,1,1,0,1,0
CC(=O)N1CCC2NC(=O)CC21,2,0,2,0,2,0,0,2
CCNC1=CC=CC(F)=C1,1,0,0,1,0,0,1,0
NC(=O)CC1=CC=C(N)C=C1,2,0,1,0,1,0,1,0
NC1CCCO1,1,0,1,0,0,0,0,1
CCN(C)C1=NC=NC=C1,3,0,0,0,0,0,1,0
CC(=O)N1CCC(N)C1,2,0,1,0,1,0,0,1
CCOC(=O)C1=CC=CN=C1,1,0,2,0,1,0,1,0
CNC(=O)C1=CC=C(N)N=C1,3,0,1,0,1,0,1,0
COCC1=CC=CO1,0,0,2,0,0,0,1,0
CCCCC1=CC=CC=C1,0,0,0,0,0,0,1,0
