0,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
id315436,1,0,1,1,1,1,1,0
id315437,1,0,1,0,1,1,1,0
id315444,1,0,0,1,0,1,1,0
id315446,1,0,0,1,0,1,1,0
id315447,1,0,0,1,0,1,1,0
id315448,1,0,0,1,0,1,1,0
id315450,1,0,0,1,0,1,1,0
id315452,1,0,0,1,0,1,1,0
id315467,1,0,1,1,1,1,1,0
id315475,1,1,1,0,1,0,1,1
id315485,1,1,1,0,1,1,1,1
id315489,1,1,1,0,1,0,1,1
id315496,1,0,0,1,0,0,1,1
id315501,1,0,0,0,0,0,1,1
id315516,1,0,1,0,1,0,1,1
id315552,1,0,1,1,1,0,1,0
id315564,1,0,1,1,1,0,1,1
id315601,1,1,1,1,1,0,1,1
id315614,1,0,1,1,1,0,1,1
id315621,1,0,0,0,0,0,1,0
id315632,1,0,1,0,0,0,1,0
id315678,1,0,1,0,0,0,1,0
id315711,1,0,1,0,0,0,1,1
id315737,1,0,1,0,0,0,1,1
id315794,1,0,0,0,0,0,1,1
id315795,1,0,1,0,0,0,1,0
id315837,1,0,1,1,0,0,1,0
id315867,1,0,1,1,1,0,1,1
id315925,1,1,1,0,0,0,1,1
id315977,1,0,1,1,0,0,1,0
id315989,1,0,0,0,1,0,1,1
id316004,1,0,0,1,0,0,1,0
id316020,1,1,0,0,0,0,1,0
id316027,1,0,1,1,1,0,0,1
id316034,1,0,1,0,0,1,1,1
id316045,1,1,1,1,0,0,1,1
id316071,1,0,1,0,1,0,1,1
id316107,1,0,1,1,1,0,1,1
id316125,1,1,1,0,1,0,0,1
id316127,1,0,1,1,1,0,1,1
id316131,1,1,1,0,1,0,0,1
id316138,1,1,1,0,1,0,1,1
id316139,1,0,1,0,1,0,1,1
id316153,1,0,1,0,1,0,1,1
id316155,1,0,1,1,1,0,1,1
id316156,1,0,1,1,0,0,1,1
id316161,1,0,1,1,1,0,1,0
id316174,1,1,1,0,1,0,0,1
id316178,1,1,1,1,0,0,1,1
id316185,1,0,1,1,0,1,1,1
id316187,1,0,0,1,0,0,1,0
id316188,1,0,0,1,0,0,1,0
id316191,1,0,0,1,0,0,1,0
id316210,1,0,1,1,1,0,1,0
id316213,1,0,0,0,0,1,1,0
id316214,1,0,0,1,0,1,1,0
id316215,1,0,0,1,0,1,1,0
id316223,1,0,1,0,1,1,1,0
id316250,1,0,1,0,0,0,1,0
id316252,1,0,1,0,0,1,1,0
id316253,1,0,1,0,0,1,1,0
id316254,1,0,1,0,0,1,1,0
id316257,1,1,1,0,0,0,1,0
id316258,1,1,0,0,0,0,1,0
id316262,1,1,0,1,0,0,1,0
id316263,1,1,0,1,0,0,1,0
id316264,1,1,0,1,0,0,1,0
id316265,1,1,0,1,0,0,1,0
id316267,1,1,0,1,0,0,1,0
id316268,1,1,0,1,0,0,1,0
id316274,1,1,0,1,0,0,1,0
id316275,1,1,0,1,0,0,1,0
id316276,1,1,1,1,1,0,1,0
id316280,1,1,0,1,0,0,1,1
id316281,1,1,0,1,0,0,1,1
id316283,1,1,0,1,0,0,1,1
id316284,1,1,0,1,0,0,1,1
id316286,1,1,1,0,0,0,1,0
id316289,1,1,1,0,0,0,1,0
id316290,1,1,0,1,0,0,1,1
id316293,1,1,0,1,0,0,1,1
id316294,1,1,0,1,0,0,1,1
id316296,1,1,0,1,0,0,1,1
id316297,1,1,0,1,0,0,1,1
id316298,1,1,0,1,0,0,1,1
id316300,1,1,1,1,1,0,1,0
id316308,1,1,0,0,0,0,1,0
id316309,1,1,0,1,0,0,1,0
id316311,1,1,0,1,0,0,1,0
id316312,1,1,0,1,0,0,1,0
id316315,1,0,1,1,0,0,1,0
id316327,1,0,1,1,1,0,1,0
id316333,1,1,1,1,0,0,1,0
id316334,1,1,1,1,0,0,1,0
id316335,1,1,1,1,0,0,1,0
id316336,1,1,1,1,0,0,1,0
id316360,1,0,1,1,0,0,1,1
id316371,1,1,1,1,1,0,1,0
id316494,1,1,1,1,1,0,1,0
id316501,1,1,1,1,1,0,1,0
id316519,1,1,1,1,1,0,1,0
id316523,1,1,1,1,1,0,1,0
id316525,1,1,0,0,0,0,1,0
id316529,1,1,0,1,0,0,1,0
id316601,1,1,1,1,1,0,1,0
id316640,1,1,1,0,0,1,1,0
id316641,1,1,0,0,0,1,1,1
id316642,1,1,0,0,0,1,1,1
id316644,1,1,0,0,0,1,1,0
id316645,1,1,0,0,0,1,1,0
id316646,1,1,0,0,0,1,1,0
id316647,1,1,0,1,0,1,1,0
id316648,1,1,0,1,0,1,1,0
id316650,1,1,0,0,0,1,1,1
id316651,1,1,0,0,0,1,1,1
id316652,1,1,1,0,0,1,1,0
id316653,1,1,1,0,0,1,1,0
id316654,1,1,1,0,0,1,1,0
id316655,1,1,1,0,0,1,1,0
id316656,1,1,1,0,0,1,1,0
id316657,1,1,1,0,0,1,1,0
id316658,1,1,0,0,0,1,1,0
id316659,1,1,0,0,0,1,1,0
id316668,1,0,1,0,1,1,1,0
id316697,1,0,1,0,1,1,1,0
id316703,1,0,1,0,1,1,1,0
id316706,1,0,1,0,1,1,1,0
id316707,1,0,1,0,1,1,1,0
id316717,1,0,1,0,1,1,1,0
id316720,1,0,1,0,1,1,1,0
id316722,1,0,1,0,1,1,1,0
id316724,1,0,1,0,1,1,1,0
id316725,1,0,1,0,1,1,1,0
id316733,1,0,1,0,1,1,1,0
id316766,1,0,1,0,1,1,1,0
id316770,1,0,1,0,1,1,1,0
id316771,1,0,1,1,1,1,1,0
id316774,1,0,1,1,1,1,1,0
id316776,1,0,1,1,1,1,1,0
id316779,1,0,1,1,1,1,1,0
id316788,1,0,1,0,1,1,1,0
id316800,1,0,1,0,1,1,1,0
id316801,1,0,1,0,1,1,1,0
id316805,1,0,1,0,1,1,1,0
id316806,1,0,1,0,1,1,1,0
id316829,1,0,1,0,1,1,1,0
id316862,1,1,1,0,0,1,1,0
id316871,1,1,1,0,1,1,1,0
id316875,1,1,1,0,1,1,1,0
id316876,1,1,1,1,1,1,1,0
id316878,1,1,1,0,1,1,1,0
id316879,1,1,1,0,1,1,1,0
id316880,1,1,1,1,1,1,1,0
id316882,1,1,1,0,1,1,1,0
id316883,1,1,1,0,1,1,1,0
id316888,1,1,0,0,0,1,1,1
id316889,1,1,1,0,1,1,1,0
id316890,1,1,0,1,0,1,1,0
id316891,1,1,0,1,0,1,1,0
id316895,1,1,0,1,0,1,1,0
id316896,1,1,0,1,0,1,1,0
id316899,1,0,1,1,0,0,1,1
id316911,1,0,1,0,0,1,1,1
id316912,1,0,1,0,0,1,1,0
id316919,1,0,1,1,1,0,0,1
id316962,1,1,1,0,1,0,0,1
id316969,1,0,1,1,0,1,1,1
id316972,1,0,1,1,1,0,0,1
id316976,1,0,1,0,0,1,1,1
id316977,1,0,0,0,0,1,1,0
id316979,1,1,1,0,1,0,0,1
id316984,1,1,1,0,0,1,1,1
id316985,1,1,1,0,1,0,0,1
id316986,1,0,1,0,0,1,1,1
id316990,1,0,1,0,0,0,1,0
id316992,0,1,1,0,1,0,1,0
id316995,1,1,0,0,0,1,1,0
id317005,1,1,0,1,0,1,1,0
id317007,1,1,0,1,0,1,1,1
id317010,1,0,0,0,1,0,1,1
id317016,1,0,0,1,0,0,1,1
id317018,1,1,0,1,0,0,1,0
id317022,1,1,0,1,0,0,1,0
id317027,1,1,1,0,1,0,0,1
id317028,1,1,0,1,0,0,1,0
id317034,1,1,1,0,1,0,0,1
id317043,1,1,1,1,1,0,1,0
id317046,1,0,1,1,1,0,1,0
id317079,1,1,1,0,0,1,1,1
id317119,1,0,0,1,1,0,1,1
id317133,1,0,1,1,0,1,1,1
id317134,1,0,1,1,0,1,1,1
id317135,1,0,1,0,0,1,1,1
id317136,1,0,1,0,0,1,1,1
id317137,1,0,1,1,0,1,1,1
id317138,1,0,1,0,0,1,1,1
id317145,1,0,1,1,1,0,0,0
id317147,0,1,1,0,1,0,1,0
id317149,1,0,1,0,0,1,1,1
id317192,1,0,1,0,0,1,1,0
id317194,1,0,1,0,0,1,1,0
id317195,1,0,1,0,0,1,1,1
id317196,1,0,1,0,0,1,1,0
id317197,1,0,1,0,0,1,1,0
id317199,1,0,1,0,0,1,1,1
id317201,1,1,0,0,0,1,1,1
id317207,1,1,1,0,1,1,1,0
id317208,1,1,1,0,1,1,1,0
id317209,1,0,1,0,0,1,1,1
id317214,1,0,0,0,0,1,1,0
id317217,1,0,1,0,0,1,1,0
id317219,1,0,1,0,0,1,1,0
id317223,1,1,0,0,0,1,1,1
id317224,1,1,0,0,0,1,1,1
id317225,1,1,0,0,0,1,1,1
id317228,1,1,1,0,1,1,1,0
id317229,1,1,1,0,1,0,0,1
id317230,1,1,0,0,0,1,1,0
id317231,1,1,1,0,1,0,0,1
id317236,1,1,1,0,1,0,1,1
id317238,1,0,1,0,0,0,1,1
id317240,1,0,1,1,0,0,1,1
id317242,1,0,1,1,0,0,1,1
id317246,1,0,0,1,0,0,1,1
id317248,1,1,0,1,0,0,1,1
id317250,1,0,0,1,0,1,1,0
id317251,1,0,0,1,0,1,1,0
id317255,1,0,0,1,0,0,1,0
id317263,1,0,1,1,0,0,1,0
id317265,1,1,1,1,1,0,1,1
id317266,1,1,1,1,1,0,1,1
id317270,1,0,1,0,0,1,1,1
id317272,1,0,1,0,0,0,1,1
id317283,1,0,1,0,0,0,1,1
id317287,1,0,1,0,0,1,1,1
id317295,1,0,1,0,0,0,1,1
id317297,1,0,1,0,0,1,1,1
id317301,1,1,1,0,0,0,1,1
id317303,1,0,1,0,0,1,1,1
id317313,1,0,1,1,0,0,1,0
id317314,1,1,0,0,0,0,1,0
id317317,1,1,1,0,0,0,1,0
id317318,1,1,1,0,0,0,1,1
id317319,1,1,1,0,0,0,1,1
id317321,1,1,1,0,0,0,1,1
id317322,1,1,1,1,0,0,1,1
id317324,1,1,1,0,0,0,1,1
id317325,1,1,1,1,0,0,1,1
id317326,1,1,1,1,0,0,1,1
id317327,1,1,0,1,0,0,1,0
id317330,1,1,0,1,0,0,1,1
id317332,1,1,1,1,0,0,1,0
id317333,1,1,0,1,0,0,1,1
id317335,1,1,0,1,0,0,1,1
id317338,1,1,0,1,0,0,1,0
id317340,1,1,1,0,0,0,1,1
id317341,1,1,1,0,0,0,1,1
id317342,1,0,0,1,0,0,1,0
id317344,1,0,0,1,0,0,1,0
id317347,1,0,0,1,0,0,1,0
id317357,1,0,1,1,1,0,1,0
id317363,1,1,0,1,0,0,1,0
id317364,1,1,0,1,0,0,1,0
id317365,1,1,0,1,0,0,1,0
id317366,1,1,1,0,0,0,1,1
id317397,1,1,1,0,1,1,1,0
id317401,1,1,1,0,1,1,1,0
id317487,1,0,1,0,1,1,1,0
id317488,1,0,1,0,1,1,1,0
id317489,1,0,1,1,1,0,1,1
id317490,1,0,1,1,1,0,1,1
id317491,1,0,1,1,1,0,1,1
id317497,1,1,1,0,1,0,1,1
id317506,1,0,1,1,1,0,1,1
id317517,1,0,1,0,1,1,1,0
id317528,0,1,1,0,1,0,1,0
id317534,1,0,1,1,1,1,1,0
id317537,0,0,1,1,1,0,1,1
id317538,0,0,1,1,1,0,1,1
id317539,0,0,1,1,1,0,1,1
id317540,0,0,1,0,1,0,1,1
id317541,0,0,1,1,1,0,1,1
id317542,0,0,1,1,1,0,1,1
id317543,0,0,1,1,1,0,1,1
id317549,1,0,1,1,1,1,1,0
id317550,0,0,1,1,1,0,1,0
id317551,0,0,1,1,1,0,1,0
id317552,0,0,1,0,1,0,1,0
id317553,0,0,1,1,1,0,1,0
id317554,0,0,1,0,1,0,1,0
id317559,1,0,1,1,1,1,1,0
id317561,1,0,1,1,1,1,1,0
id317563,0,0,1,1,1,0,1,0
id317564,0,0,1,1,1,0,1,0
id317565,0,0,1,1,1,0,1,0
id317572,0,0,1,0,1,0,1,1
id317578,1,0,1,1,0,0,1,0
id317596,1,0,1,1,0,0,1,0
id317597,1,1,1,0,0,0,1,0
id317598,1,0,1,0,0,0,1,1
id317604,1,0,1,0,0,0,1,0
id317610,1,0,1,1,0,0,1,1
id317614,1,0,1,0,0,0,1,1
id317637,1,1,1,1,1,1,1,0
id317640,1,0,0,0,1,1,1,1
id317643,1,1,1,0,1,1,1,0
id317712,1,0,1,0,1,0,1,1
id317730,1,0,1,0,1,0,1,1
id317731,1,0,1,1,1,0,1,1
id317749,1,1,1,1,1,1,1,0
id317754,1,0,1,1,1,0,1,1
id317775,1,0,1,0,0,1,1,0
id317800,1,0,1,1,1,0,1,1
id317815,1,0,1,0,1,0,1,1
id317822,1,0,1,1,1,0,1,1
id317844,1,0,1,1,1,0,1,1
id317861,1,0,1,0,0,0,1,1
id317879,1,0,1,0,0,0,1,1
id317887,1,0,0,1,0,0,1,1
id317888,1,0,0,1,0,1,1,1
id317889,1,0,0,1,0,1,1,1
id317890,1,0,0,1,0,0,1,1
id317891,1,0,0,1,0,0,1,1
id317905,1,0,1,0,0,1,1,0
id317906,1,0,1,0,0,1,1,0
id317907,1,0,1,0,0,1,1,0
id317908,1,0,1,0,0,1,1,0
id317909,1,0,1,0,0,1,1,0
id317911,1,0,1,0,0,1,1,0
id317912,1,0,1,0,0,1,1,0
id317914,1,0,0,0,0,1,1,0
id317915,1,0,1,0,0,1,1,0
id317916,1,0,1,0,0,1,1,1
id317918,1,0,1,0,0,1,1,1
id317920,1,0,1,0,0,1,1,0
id317921,1,1,1,0,1,1,1,0
id317922,1,0,0,0,0,1,1,0
id317923,1,0,1,0,0,1,1,1
id317924,1,0,1,0,0,1,1,1
id317925,1,0,1,0,0,1,1,0
id317927,1,0,1,0,0,1,1,0
id317928,1,0,1,0,0,1,1,0
id317932,1,0,1,0,0,0,1,0
id317933,1,0,1,0,0,0,1,0
id317935,1,0,0,0,0,0,1,0
id317956,1,0,1,1,1,0,1,1
id317961,1,0,1,1,0,0,1,0
id317962,1,0,1,0,0,0,1,0
id317965,1,0,1,1,0,0,1,0
id317966,1,0,1,1,0,0,1,0
id317968,1,0,1,0,0,0,1,0
id317972,1,0,1,1,0,0,1,0
id317973,1,0,1,0,0,0,1,0
id317977,1,0,1,1,0,0,1,0
id317983,1,0,1,0,0,1,1,0
id317986,1,0,1,0,0,0,1,0
id317994,1,1,1,0,0,0,1,1
id317997,1,0,1,1,0,0,1,0
id318009,1,0,1,0,0,0,1,0
id318012,1,0,1,0,0,1,1,1
id318014,1,0,1,0,0,0,1,1
id318018,1,0,1,1,0,0,1,0
id318023,0,1,1,1,1,0,1,0
id318032,1,1,1,1,1,0,1,1
id318046,1,0,1,0,0,0,1,1
id318049,1,0,0,0,0,0,1,0
id318051,1,0,1,1,1,0,1,1
id318059,1,1,1,0,0,1,1,0
id318079,1,0,1,0,0,1,1,1
id318085,1,0,1,1,1,0,1,1
id318089,1,1,1,0,0,1,1,1
id318094,1,0,0,0,0,0,1,0
id318105,1,0,0,1,0,0,1,0
id318118,1,0,1,0,0,0,1,0
id318122,1,0,1,0,0,0,1,0
id318126,1,0,0,1,0,0,1,0
id318128,1,0,1,0,0,0,1,0
id318132,1,0,1,1,0,0,1,0
id318139,1,0,0,1,0,0,1,0
id318142,1,0,0,0,0,0,1,0
id318148,1,0,0,1,0,0,1,0
id318154,1,0,1,0,0,0,1,1
id318162,1,0,1,0,0,0,1,0
id318182,1,0,1,1,1,0,1,0
id318210,1,0,1,1,1,0,1,0
id318235,1,0,0,1,0,0,1,0
id318239,1,1,1,0,0,0,1,0
id318255,1,1,0,0,0,1,1,1
id318256,1,1,1,0,1,1,1,1
id318266,1,1,0,0,0,1,1,1
id318268,1,1,0,0,0,1,1,1
id318280,1,1,1,1,1,0,1,1
id318292,1,0,1,0,0,0,1,1
id318299,1,1,1,0,1,0,0,1
id318325,1,1,0,0,0,1,1,1
id318337,1,1,0,1,0,0,1,0
id318338,1,1,0,0,1,0,1,0
id318339,1,1,0,0,1,0,1,1
id318341,1,1,0,1,1,0,1,1
id318342,1,1,0,0,1,0,1,1
id318361,1,1,1,0,0,1,1,1
id318364,1,0,1,0,0,1,1,1
id318365,1,0,1,1,0,1,1,1
id318367,1,0,1,0,0,1,1,0
id318374,1,0,1,0,0,1,1,0
id318381,0,0,1,0,1,0,1,1
id318385,1,1,1,1,1,0,1,1
id318388,1,0,0,1,1,0,1,0
id318405,1,1,1,1,1,0,1,1
id318413,1,0,0,1,0,0,1,0
id318414,1,0,0,1,0,0,1,0
id318420,1,1,0,0,0,0,1,0
id318421,1,1,0,0,0,1,1,0
id318423,1,1,0,0,0,1,1,0
id318427,1,1,1,0,0,0,1,1
id318431,1,1,0,0,0,1,1,0
id318432,1,1,0,0,0,1,1,0
id318433,1,0,1,0,0,0,1,1
id318434,1,0,1,0,0,0,1,1
id318448,1,0,1,0,0,0,1,0
id318456,1,0,1,0,0,0,1,1
id318470,1,0,1,0,0,0,1,0
id318473,1,0,1,0,0,0,1,0
id318491,1,0,1,0,0,1,1,1
id318492,1,0,1,0,0,1,1,1
id318494,1,1,1,0,1,1,1,1
id318497,1,1,1,0,1,1,1,1
id318501,1,1,1,0,0,0,1,1
id318510,1,0,0,1,0,0,1,0
id318511,1,0,1,0,0,0,1,0
id318512,1,0,0,1,0,0,1,0
id318515,1,0,0,0,0,1,1,0
id318518,1,0,0,0,0,1,1,0
id318520,1,0,0,0,0,1,1,0
id318521,1,0,1,0,0,0,1,0
id318528,1,0,1,0,0,0,1,0
id318529,1,0,1,0,0,0,1,0
id318531,1,0,1,0,0,1,1,0
id318533,1,0,1,0,0,1,1,0
id318539,1,0,0,1,0,1,1,0
id318543,1,0,1,1,1,0,1,1
id318544,1,1,0,1,0,0,1,1
id318547,1,0,1,1,0,0,1,1
id318549,1,0,1,1,0,0,1,1
id318552,1,0,1,1,0,0,1,0
id318553,1,0,1,1,0,0,1,0
id318555,1,0,1,1,0,0,1,0
id318562,1,0,1,1,0,0,1,0
id318565,1,0,0,1,0,0,1,0
id318568,1,0,0,1,0,0,1,0
id318569,1,0,0,1,0,0,1,0
id318570,1,0,1,1,0,0,1,0
id318572,1,0,0,1,0,0,1,0
id318574,1,0,0,1,0,0,1,0
id318575,1,0,0,1,0,0,1,0
id318578,1,0,1,0,0,1,1,1
id318586,1,0,0,1,0,0,1,0
id318591,1,0,1,1,0,0,1,0
id318592,1,0,1,1,0,0,1,1
id318594,1,0,1,1,0,0,1,0
id318597,1,1,1,0,0,0,1,0
id318600,1,1,0,0,0,1,1,0
id318606,1,0,1,0,0,0,1,0
id318607,1,0,1,0,0,0,1,1
id318611,1,1,0,1,0,0,1,0
id318612,1,1,0,1,0,0,1,0
id318613,1,1,1,1,0,0,1,1
id318614,1,1,0,1,0,0,1,0
id318626,1,0,1,0,0,1,1,0
id318629,1,0,1,0,0,1,1,0
id318633,1,0,1,0,0,0,1,1
id318636,1,0,1,1,0,0,1,0
id318640,1,0,0,1,0,1,1,0
id318646,1,0,0,1,0,1,1,0
id318648,1,0,1,1,0,0,1,0
id318656,1,0,1,0,0,1,1,0
id318657,1,0,1,1,0,0,1,0
id318658,1,0,1,1,0,0,1,0
id318659,1,0,1,1,0,0,1,0
id318662,1,0,1,1,0,0,1,0
id318664,1,0,0,1,0,0,1,0
id318671,1,0,1,1,0,0,1,0
id318678,1,0,1,1,0,0,1,0
id318684,1,0,0,1,0,0,1,0
id318685,1,0,1,1,1,0,1,1
id318697,1,0,0,0,0,0,1,1
id318707,1,0,1,1,1,0,1,1
id318716,1,0,1,1,0,0,1,0
id318719,1,0,1,1,0,0,1,0
id318722,1,0,1,0,0,1,1,0
id318727,1,0,1,0,0,0,1,0
id318730,1,0,1,0,0,1,1,0
id318734,1,0,1,1,1,0,0,1
id318738,1,0,1,1,0,0,1,0
id318740,1,0,0,1,0,0,1,0
id318741,1,0,0,1,0,0,1,0
id318742,1,0,0,1,0,0,1,0
id318746,1,1,0,1,0,0,1,0
id318747,1,1,0,1,0,0,1,1
id318748,1,1,0,1,0,0,1,0
id318749,1,1,1,1,0,0,1,0
id318750,1,1,1,1,0,0,1,0
id318751,1,1,1,1,0,0,1,0
id318753,1,0,1,0,0,1,1,0
id318754,1,0,1,0,0,1,1,0
id318758,1,0,1,0,0,1,1,0
id318759,1,0,1,0,0,1,1,0
id318760,1,0,1,0,0,1,1,0
id318766,1,0,1,1,0,0,1,0
id318775,1,0,1,0,0,1,1,0
id318785,1,0,1,1,1,0,1,0
id318812,1,0,1,0,0,0,1,0
id318843,1,0,0,1,0,0,1,0
id318997,1,1,1,1,1,0,1,1
id319001,1,0,1,1,0,0,1,0
id319003,1,0,0,1,0,1,1,0
id319007,1,0,0,1,0,1,1,0
id319009,1,1,0,1,0,0,1,1
id319011,1,0,1,1,0,0,1,0
id319012,1,0,1,1,1,0,1,1
id319015,1,0,1,1,0,0,1,1
id319025,1,0,1,1,0,0,1,0
id319029,1,0,1,1,0,0,1,0
id319035,1,1,1,0,0,0,1,1
id319037,1,1,1,0,0,0,1,1
id319046,1,0,0,1,0,0,1,0
id319052,1,1,1,0,0,0,1,1
id319065,1,0,1,1,0,0,1,0
id319066,1,0,1,1,0,0,1,1
id319067,1,0,1,1,0,0,1,0
id319070,1,0,1,0,0,0,1,0
id319072,1,0,1,0,0,1,1,0
id319074,1,0,1,0,0,1,1,0
id319091,1,1,1,1,1,0,1,0
id319116,1,1,1,0,1,1,1,0
id319124,1,1,1,0,1,0,1,1
id319132,1,1,1,1,1,0,1,0
id319133,1,1,1,1,1,0,1,0
id319153,1,1,1,0,1,1,1,0
id319164,1,1,1,0,1,1,1,0
id319174,1,0,0,0,0,0,1,0
id319175,1,0,0,1,0,0,1,0
id319177,1,0,0,1,0,0,1,0
id319178,1,0,0,1,0,0,1,0
id319184,1,0,1,1,0,0,1,0
id319185,1,0,0,0,0,0,1,0
id319192,1,0,0,1,0,0,1,0
id319193,1,0,0,1,0,0,1,0
id319195,1,0,0,0,0,1,1,0
id319196,1,0,0,1,0,0,1,0
id319198,1,0,0,1,0,0,1,0
id319200,1,0,0,1,0,0,1,0
id319205,1,0,0,1,0,0,1,0
id319206,1,0,0,1,0,0,1,0
id319207,1,0,0,1,0,0,1,0
id319208,1,0,0,1,0,0,1,0
id319212,1,0,1,0,0,0,1,1
id319220,1,0,1,0,0,0,1,0
id319225,1,0,0,1,0,0,1,0
id319227,1,1,0,0,0,0,1,0
id319259,1,0,1,0,1,1,1,0
id319291,1,1,1,1,1,0,1,0
id319322,1,1,1,0,1,1,1,0
id319329,1,1,1,1,1,0,1,0
id319332,1,1,1,1,1,0,1,0
id319338,1,0,1,1,0,0,1,0
id319347,1,0,1,1,0,0,1,1
id319356,1,0,1,1,1,0,1,1
id319368,1,0,1,1,1,0,1,1
id319370,1,0,1,0,0,0,1,0
id319386,1,0,1,1,0,0,1,1
id319388,1,0,1,1,1,0,1,1
id319390,1,1,1,1,1,0,1,1
id319393,1,0,1,1,0,0,1,0
id319395,1,0,0,1,0,0,1,0
id319405,1,0,1,1,0,0,1,1
id319406,1,0,1,1,1,0,1,1
id319411,1,1,1,1,1,0,1,0
id319414,1,0,1,1,0,0,1,1
id319425,1,0,0,1,0,0,1,0
id319427,1,0,1,1,0,0,1,1
id319429,1,0,1,0,0,1,1,0
id319430,1,0,1,0,0,1,1,0
id319431,1,0,1,0,0,1,1,0
id319432,1,0,1,0,0,1,1,0
id319434,1,0,1,0,0,1,1,0
id319435,1,0,1,0,0,1,1,0
id319436,1,0,1,0,1,1,1,0
id319439,1,0,1,0,0,1,1,0
id319440,1,0,1,0,0,1,1,0
id319441,1,0,1,0,0,1,1,1
id319444,1,0,1,0,0,1,1,1
id319446,1,0,1,0,0,1,1,0
id319448,1,0,0,0,0,1,1,0
id319450,1,0,1,0,0,1,1,1
id319453,1,0,1,0,0,1,1,0
id319456,1,0,1,0,0,1,1,0
id319458,1,0,1,0,0,1,1,1
id319461,1,0,1,0,0,1,1,0
id319462,1,0,1,0,0,1,1,0
id319463,1,0,1,0,0,1,1,0
id319464,1,0,1,0,0,1,1,0
id319465,1,0,1,0,0,1,1,0
id319468,1,0,1,0,0,1,1,0
id319469,1,0,1,0,0,1,1,0
id319471,1,0,0,0,0,1,1,0
id319472,1,0,1,0,1,1,1,0
id319475,1,0,1,0,0,1,1,0
id319476,1,0,1,0,0,1,1,1
id319478,1,0,1,0,0,1,1,1
id319480,1,0,1,0,0,1,1,0
id319481,1,1,1,0,1,1,1,0
id319482,1,0,0,0,0,1,1,0
id319484,1,0,1,0,0,1,1,1
id319489,1,0,1,0,0,1,1,0
id319490,1,0,1,0,0,1,1,0
id319494,1,0,1,0,0,1,1,0
id319498,1,0,1,1,0,0,1,0
id319506,1,0,1,0,1,0,1,1
id319515,1,1,1,0,1,0,1,1
id319523,1,0,0,1,0,0,1,0
id319527,1,0,1,1,1,0,1,0
id319532,1,0,0,1,0,0,1,0
id319585,1,1,1,1,1,0,1,1
id319586,1,0,0,1,0,1,1,0
id319593,1,0,0,1,0,1,1,1
id319594,1,0,0,1,0,1,1,1
id319605,1,0,1,0,0,0,1,1
id319610,1,1,1,0,0,0,1,0
id319613,1,0,1,1,1,1,1,0
id319619,1,0,1,0,0,1,1,1
id319621,1,1,0,0,0,1,1,1
id319623,1,1,1,1,1,1,1,0
id319643,1,1,0,1,0,0,1,0
id319645,1,1,0,0,0,0,1,0
id319663,1,1,1,1,0,0,1,1
id319667,1,0,0,1,0,0,1,0
id319668,1,1,0,1,0,0,1,0
id319669,1,1,0,1,0,0,1,0
id319670,1,1,0,0,0,0,1,0
id319671,1,1,0,1,0,0,1,0
id319672,1,0,0,0,0,0,1,0
id319673,1,0,0,0,0,0,1,0
id319674,1,1,1,1,0,0,1,0
id319676,1,1,1,1,0,0,1,0
id319678,1,1,0,1,0,0,1,0
id319679,1,1,0,1,0,0,1,0
id319680,1,1,0,1,0,0,1,0
id319682,1,1,0,0,0,0,1,0
id319683,1,0,0,0,0,0,1,0
id319686,1,0,1,1,0,0,1,0
id319687,1,1,0,0,0,0,1,0
id319690,1,1,0,0,0,0,1,0
id319691,1,1,1,0,0,0,1,0
id319692,1,1,0,0,0,0,1,0
id319694,1,0,0,0,0,0,1,0
id319695,1,0,0,0,0,0,1,0
id319696,1,1,0,0,0,0,1,0
id319698,1,1,0,0,0,0,1,0
id319700,1,1,0,0,0,0,1,0
id319701,1,1,0,1,0,0,1,0
id319702,1,1,0,1,0,0,1,0
id319703,1,1,0,0,0,0,1,0
id319706,1,1,0,0,0,0,1,0
id319707,1,0,0,0,0,0,1,0
id319709,1,1,0,0,0,0,1,0
id319711,1,1,0,1,0,0,1,0
id319713,1,1,0,0,0,0,1,0
id319714,1,1,0,0,0,0,1,0
id319715,1,1,1,0,0,0,1,0
id319720,1,1,0,1,0,0,1,0
id319721,1,1,0,1,0,0,1,0
id319722,1,1,0,1,0,0,1,0
id319724,1,0,0,1,0,0,1,0
id319725,1,1,0,1,0,0,1,0
id319727,1,1,1,1,0,0,1,0
id319728,1,0,0,0,0,0,1,0
id319730,1,1,0,1,0,0,1,0
id319731,1,1,0,1,0,0,1,0
id319733,1,1,0,0,0,0,1,0
id319734,1,1,0,0,0,0,1,0
id319736,1,0,0,1,0,0,1,0
id319737,1,1,0,1,0,0,1,0
id319738,1,1,0,1,0,0,1,0
id319739,1,1,0,1,0,0,1,0
id319740,1,1,1,0,0,0,1,0
id319741,1,1,1,0,0,0,1,0
id319745,1,0,0,1,0,0,1,0
id319749,1,1,0,1,0,0,1,0
id319750,1,1,0,1,0,0,1,0
id319751,1,1,0,1,0,0,1,0
id319759,1,0,1,0,0,1,1,0
id319763,1,0,1,0,0,1,1,1
id319770,1,1,1,0,1,1,1,0
id319771,1,1,1,0,1,1,1,0
id319772,1,1,1,0,1,1,1,0
id319773,1,1,1,1,1,1,1,0
id319777,1,0,1,0,0,1,1,1
